ID	Labels
C648.181.1	(NAG,GEN,NCOM)
C648.95	(NAG,GEN,NCOM)
T.1.106	(OAG,NGEN,COM)
T.2.133	(OAG,GEN,COM)
T.1.2239	(NAG,NGEN,NCOM)
C576.234	(OAG,GEN,COM)
T.1.1807	(OAG,GEN,NCOM)
T.1.550	(OAG,NGEN,COM)
T.2.62	(OAG,NGEN,COM)
T.1.2250	(NAG,NGEN,NCOM)
C648.60	(NAG,GEN,NCOM)
T.1.837	(NAG,NGEN,NCOM)
T.2.159	(OAG,NGEN,COM)
T.4.14	(OAG,NGEN,COM)
T.1.60	(NAG,NGEN,NCOM)
T.1.1339	(OAG,NGEN,NCOM)
T.1.3	(NAG,NGEN,NCOM)
C648.231.1	(OAG,GEN,COM)
T.1.1921	(NAG,NGEN,NCOM)
C576.78	(NAG,NGEN,NCOM)
C648.204.4	(CAG,NGEN,NCOM)
T.1.1338	(OAG,NGEN,COM)
C576.231	(NAG,NGEN,NCOM)
T.1.1461	(OAG,NGEN,COM)
T.1.1150	(NAG,NGEN,NCOM)
T.1.689	(NAG,NGEN,NCOM)
T.2.195	(OAG,NGEN,COM)
C648.178	(NAG,NGEN,NCOM)
C576.144	(NAG,NGEN,NCOM)
T.2.211	(OAG,NGEN,NCOM)
T.1.2310	(NAG,NGEN,NCOM)
T.1.954	(OAG,NGEN,COM)
C648.241	(CAG,GEN,NCOM)
T.1.1741	(CAG,NGEN,NCOM)
T.4.35	(OAG,NGEN,COM)
T.1.1299	(NAG,NGEN,NCOM)
T.1.1243	(NAG,NGEN,NCOM)
T.1.1988	(NAG,NGEN,NCOM)
T.2.193	(OAG,NGEN,COM)
T.1.877	(OAG,NGEN,NCOM)
T.1.582	(OAG,NGEN,NCOM)
C648.52	(NAG,GEN,NCOM)
T.1.1919	(OAG,NGEN,COM)
T.1.1453	(NAG,NGEN,NCOM)
T.1.1469	(OAG,NGEN,COM)
T.1.492	(CAG,NGEN,COM)
T.1.1998	(NAG,NGEN,NCOM)
T.1.1913	(NAG,NGEN,NCOM)
T.1.1657	(NAG,NGEN,NCOM)
T.1.526	(OAG,GEN,NCOM)
C648.132	(NAG,GEN,NCOM)
T.1.1060	(OAG,NGEN,COM)
C648.151	(NAG,NGEN,NCOM)
T.1.843	(NAG,NGEN,NCOM)
T.1.1727	(OAG,GEN,COM)
T.1.1135	(OAG,NGEN,NCOM)
T.1.355	(NAG,NGEN,NCOM)
T.1.641	(OAG,NGEN,COM)
C648.220	(OAG,GEN,NCOM)
T.1.1367	(NAG,NGEN,NCOM)
C576.16	(OAG,GEN,NCOM)
T.1.1856	(NAG,NGEN,NCOM)
T.1.947	(OAG,NGEN,NCOM)
T.1.952	(OAG,NGEN,COM)
T.1.161	(OAG,NGEN,NCOM)
C648.153.4	(NAG,NGEN,NCOM)
T.1.1593	(OAG,GEN,COM)
T.1.1835	(OAG,NGEN,NCOM)
C648.79	(OAG,NGEN,NCOM)
C576.107.2	(NAG,NGEN,NCOM)
T.1.1036	(OAG,NGEN,NCOM)
T.1.580	(OAG,NGEN,NCOM)
C576.305	(NAG,NGEN,NCOM)
T.1.1279	(CAG,NGEN,NCOM)
T.2.169	(OAG,NGEN,COM)
T.1.1847	(NAG,NGEN,NCOM)
T.1.962	(OAG,NGEN,COM)
T.1.768	(NAG,NGEN,NCOM)
T.1.1198	(NAG,NGEN,NCOM)
T.1.1888	(OAG,NGEN,COM)
T.1.624	(NAG,NGEN,COM)
C648.129	(NAG,NGEN,NCOM)
C576.106	(NAG,NGEN,NCOM)
C648.159.3	(NAG,GEN,NCOM)
T.1.975	(OAG,NGEN,COM)
C648.92	(NAG,GEN,NCOM)
T.2.112	(OAG,NGEN,COM)
T.7.67	(OAG,NGEN,NCOM)
T.2.190	(OAG,NGEN,COM)
T.1.2103	(NAG,NGEN,NCOM)
T.1.1186	(OAG,NGEN,COM)
T.5.2	(OAG,NGEN,COM)
T.1.1232	(NAG,NGEN,NCOM)
T.1.914	(NAG,NGEN,NCOM)
T.1.66	(NAG,NGEN,NCOM)
T.1.1370	(OAG,GEN,COM)
C648.182.1	(NAG,NGEN,NCOM)
C648.44	(NAG,GEN,NCOM)
T.1.138	(NAG,NGEN,NCOM)
T.7.82	(OAG,NGEN,NCOM)
T.1.944	(NAG,NGEN,NCOM)
T.1.1918	(OAG,NGEN,NCOM)
T.1.2348	(NAG,NGEN,NCOM)
T.1.2277	(NAG,NGEN,NCOM)
T.2.201	(OAG,NGEN,COM)
T.2.213	(OAG,NGEN,COM)
T.1.1993	(NAG,NGEN,NCOM)
T.2.235	(OAG,NGEN,COM)
T.1.860	(NAG,NGEN,NCOM)
C576.121	(OAG,GEN,COM)
C576.251	(OAG,GEN,COM)
T.1.1254	(NAG,NGEN,NCOM)
T.2.160	(CAG,NGEN,COM)
T.1.564	(CAG,NGEN,COM)
T.1.1506	(NAG,NGEN,NCOM)
C576.26	(OAG,GEN,COM)
T.1.1174	(NAG,NGEN,NCOM)
T.1.2375	(OAG,GEN,COM)
T.1.1444	(NAG,NGEN,NCOM)
T.1.1162	(NAG,NGEN,NCOM)
T.2.156	(OAG,NGEN,COM)
T.1.925	(OAG,NGEN,COM)
T.1.1471	(OAG,NGEN,NCOM)
C648.146	(NAG,GEN,NCOM)
T.3.12	(OAG,NGEN,COM)
C576.32	(NAG,NGEN,NCOM)
T.1.1666	(CAG,NGEN,NCOM)
T.1.1841	(NAG,NGEN,NCOM)
T.2.176	(OAG,NGEN,NCOM)
T.1.584	(NAG,NGEN,NCOM)
T.2.7	(OAG,NGEN,COM)
C648.215.1	(NAG,NGEN,NCOM)
T.1.674	(NAG,NGEN,NCOM)
T.2.217	(CAG,NGEN,COM)
T.1.1885	(NAG,NGEN,NCOM)
T.1.242	(NAG,NGEN,NCOM)
T.1.2315	(OAG,GEN,COM)
T.1.786	(OAG,NGEN,COM)
C648.145	(NAG,NGEN,NCOM)
T.1.2137	(NAG,NGEN,NCOM)
T.1.955	(NAG,NGEN,NCOM)
T.2.43	(OAG,NGEN,COM)
T.1.678	(NAG,NGEN,NCOM)
C576.286	(OAG,GEN,NCOM)
T.1.480	(NAG,NGEN,NCOM)
T.1.329	(CAG,NGEN,NCOM)
T.4.21	(NAG,NGEN,COM)
T.1.760	(NAG,NGEN,NCOM)
C648.224.2	(OAG,NGEN,NCOM)
T.2.47	(OAG,NGEN,NCOM)
T.5.9	(NAG,NGEN,NCOM)
T.1.1571	(OAG,NGEN,NCOM)
T.1.1199	(OAG,NGEN,COM)
T.1.2242	(NAG,NGEN,NCOM)
T.7.81	(NAG,NGEN,NCOM)
T.1.137	(NAG,NGEN,NCOM)
C576.243	(CAG,GEN,NCOM)
T.1.1698	(NAG,NGEN,NCOM)
T.1.428	(OAG,GEN,NCOM)
C576.273	(OAG,GEN,COM)
T.1.1086	(CAG,NGEN,NCOM)
T.1.1470	(OAG,NGEN,COM)
T.1.1464	(OAG,GEN,NCOM)
C648.147	(NAG,GEN,NCOM)
C648.3	(NAG,NGEN,NCOM)
T.2.164	(OAG,NGEN,COM)
T.1.551	(NAG,NGEN,NCOM)
T.1.1132	(OAG,NGEN,NCOM)
T.1.1459	(OAG,NGEN,COM)
C576.161	(OAG,GEN,COM)
T.2.221	(CAG,GEN,COM)
T.1.360	(CAG,NGEN,NCOM)
T.7.85	(OAG,GEN,NCOM)
T.1.2091	(NAG,NGEN,NCOM)
T.1.1889	(OAG,NGEN,COM)
T.1.924	(NAG,NGEN,NCOM)
T.1.2017	(NAG,NGEN,NCOM)
T.1.848	(NAG,NGEN,NCOM)
T.1.686	(NAG,NGEN,NCOM)
C648.171	(NAG,GEN,NCOM)
T.1.174	(CAG,NGEN,NCOM)
T.1.1141	(NAG,NGEN,NCOM)
T.1.994	(NAG,NGEN,NCOM)
C576.2	(OAG,GEN,COM)
T.1.966	(NAG,NGEN,NCOM)
T.1.225	(OAG,NGEN,COM)
C648.118	(NAG,GEN,NCOM)
T.1.1165	(NAG,NGEN,NCOM)
C648.70	(NAG,NGEN,NCOM)
T.1.1476	(OAG,NGEN,COM)
C576.317	(OAG,GEN,COM)
T.7.79	(CAG,NGEN,NCOM)
T.1.634	(OAG,NGEN,COM)
C648.32.1	(OAG,NGEN,NCOM)
T.1.823	(NAG,NGEN,NCOM)
T.1.1456	(OAG,GEN,COM)
C648.184	(NAG,GEN,NCOM)
C648.139	(NAG,GEN,NCOM)
T.2.180	(OAG,NGEN,COM)
T.1.1195	(OAG,NGEN,COM)
C576.13	(NAG,NGEN,NCOM)
T.7.89	(OAG,GEN,NCOM)
T.1.1625	(OAG,NGEN,COM)
C576.20	(OAG,GEN,COM)
T.1.1580	(OAG,NGEN,NCOM)
T.1.361	(OAG,GEN,NCOM)
C648.238.3	(NAG,NGEN,NCOM)
T.1.890	(OAG,NGEN,NCOM)
C576.79	(OAG,NGEN,NCOM)
T.1.204	(OAG,NGEN,COM)
C576.170	(OAG,GEN,COM)
C576.312.1	(CAG,NGEN,NCOM)
T.2.191	(OAG,NGEN,COM)
C648.152	(NAG,NGEN,NCOM)
T.7.2	(OAG,NGEN,NCOM)
T.1.1817	(OAG,NGEN,NCOM)
T.2.189	(OAG,NGEN,NCOM)
T.1.1089	(NAG,NGEN,NCOM)
T.1.1373	(NAG,NGEN,NCOM)
T.2.115	(CAG,NGEN,COM)
C648.114	(OAG,NGEN,NCOM)
T.1.620	(NAG,NGEN,COM)
T.1.135	(NAG,NGEN,NCOM)
T.1.322	(CAG,NGEN,NCOM)
T.1.680	(NAG,NGEN,NCOM)
C576.287	(OAG,GEN,COM)
T.1.999	(OAG,NGEN,COM)
T.1.923	(OAG,NGEN,COM)
T.1.1039	(OAG,NGEN,COM)
T.1.995	(NAG,NGEN,NCOM)
T.2.229	(OAG,NGEN,COM)
C648.213.1	(NAG,NGEN,NCOM)
T.1.718	(OAG,NGEN,NCOM)
C648.57	(NAG,GEN,NCOM)
T.1.1776	(NAG,NGEN,NCOM)
T.1.1080	(OAG,NGEN,NCOM)
T.1.876	(NAG,NGEN,NCOM)
T.1.1929	(NAG,NGEN,NCOM)
T.7.1	(NAG,NGEN,NCOM)
C648.41	(CAG,GEN,NCOM)
T.1.1154	(NAG,NGEN,NCOM)
T.2.194	(CAG,NGEN,COM)
T.7.88	(OAG,GEN,NCOM)
T.1.1812	(NAG,NGEN,NCOM)
T.1.1911	(OAG,NGEN,COM)
T.1.1287	(CAG,NGEN,COM)
T.1.1730	(OAG,GEN,COM)
T.1.1158	(NAG,NGEN,NCOM)
T.1.874	(NAG,NGEN,NCOM)
T.1.1375	(NAG,NGEN,NCOM)
T.1.2026	(NAG,NGEN,NCOM)
C648.74	(NAG,NGEN,NCOM)
T.1.971	(NAG,NGEN,NCOM)
T.1.2335	(NAG,NGEN,NCOM)
T.1.370	(NAG,NGEN,NCOM)
T.2.46	(OAG,NGEN,COM)
T.1.1531	(NAG,NGEN,NCOM)
T.1.2221	(OAG,NGEN,NCOM)
T.1.165	(NAG,NGEN,NCOM)
T.1.429	(OAG,NGEN,NCOM)
T.2.136	(OAG,NGEN,COM)
T.1.721	(NAG,NGEN,NCOM)
T.1.1654	(NAG,NGEN,NCOM)
T.1.972	(NAG,NGEN,NCOM)
C648.159.4	(NAG,NGEN,NCOM)
C648.185	(NAG,NGEN,NCOM)
C648.159	(NAG,NGEN,NCOM)
T.1.1457	(OAG,GEN,NCOM)
T.2.26	(OAG,NGEN,COM)
T.1.385	(NAG,NGEN,NCOM)
C648.244	(NAG,NGEN,NCOM)
C576.187	(NAG,NGEN,NCOM)
T.1.94	(NAG,NGEN,NCOM)
T.4.9	(OAG,NGEN,COM)
C576.40	(NAG,NGEN,NCOM)
T.1.544	(CAG,NGEN,COM)
T.1.444	(OAG,GEN,NCOM)
T.2.118	(NAG,NGEN,NCOM)
C576.10	(OAG,GEN,COM)
T.1.1029	(NAG,NGEN,NCOM)
T.1.2272	(NAG,NGEN,NCOM)
T.1.630	(OAG,NGEN,COM)
T.1.671	(OAG,NGEN,COM)
C648.181.2	(CAG,GEN,NCOM)
T.2.219	(CAG,NGEN,COM)
T.1.1072	(OAG,GEN,COM)
T.1.668	(NAG,NGEN,NCOM)
T.1.1771	(OAG,NGEN,NCOM)
T.1.963	(OAG,NGEN,COM)
T.5.10	(OAG,GEN,NCOM)
C576.190	(OAG,GEN,NCOM)
T.1.1813	(OAG,NGEN,NCOM)
T.1.350	(OAG,NGEN,NCOM)
T.1.478	(OAG,NGEN,COM)
T.1.2008	(NAG,NGEN,NCOM)
C576.138	(OAG,GEN,NCOM)
T.1.1508	(NAG,NGEN,NCOM)
C576.119	(OAG,GEN,COM)
T.2.153	(OAG,NGEN,COM)
T.1.1932	(NAG,NGEN,NCOM)
T.1.2022	(OAG,NGEN,COM)
T.1.928	(OAG,NGEN,COM)
C576.145	(NAG,NGEN,NCOM)
T.1.1927	(NAG,NGEN,NCOM)
C576.332	(OAG,GEN,COM)
T.2.165	(OAG,NGEN,COM)
T.1.815	(OAG,NGEN,NCOM)
T.1.1082	(NAG,NGEN,NCOM)
T.2.51	(OAG,NGEN,COM)
T.1.902	(NAG,NGEN,NCOM)
C576.159	(CAG,NGEN,NCOM)
T.1.1552	(OAG,NGEN,COM)
T.1.1754	(NAG,NGEN,NCOM)
T.1.1377	(OAG,GEN,COM)
C648.113	(NAG,GEN,NCOM)
T.1.1049	(OAG,NGEN,COM)
C576.334	(NAG,NGEN,NCOM)
T.1.946	(OAG,NGEN,COM)
T.2.134	(OAG,NGEN,COM)
T.1.1019	(OAG,NGEN,NCOM)
T.1.1774	(CAG,NGEN,COM)
C576.331	(CAG,NGEN,NCOM)
T.1.356	(NAG,NGEN,NCOM)
C648.35	(OAG,NGEN,NCOM)
T.1.617	(NAG,NGEN,COM)
T.1.1872	(OAG,NGEN,NCOM)
C576.185	(NAG,NGEN,NCOM)
T.1.1101	(CAG,NGEN,COM)
T.1.358	(NAG,NGEN,NCOM)
T.4.18	(OAG,GEN,COM)
T.1.675	(NAG,NGEN,NCOM)
C576.212	(OAG,GEN,COM)
T.1.441	(OAG,NGEN,COM)
C576.115	(NAG,NGEN,NCOM)
T.1.766	(OAG,NGEN,COM)
C648.188	(NAG,NGEN,NCOM)
T.2.196	(OAG,NGEN,COM)
T.1.2020	(NAG,NGEN,NCOM)
T.1.825	(OAG,NGEN,NCOM)
C648.221	(CAG,GEN,NCOM)
C576.141	(OAG,GEN,COM)
T.1.2226	(NAG,NGEN,NCOM)
T.4.25	(OAG,GEN,COM)
C648.186	(OAG,GEN,NCOM)
T.1.170	(CAG,NGEN,COM)
T.1.1337	(OAG,NGEN,NCOM)
T.1.353	(OAG,NGEN,NCOM)
T.1.1721	(NAG,NGEN,NCOM)
T.1.1808	(CAG,NGEN,NCOM)
T.1.1697	(OAG,NGEN,NCOM)
T.1.2006	(NAG,NGEN,NCOM)
T.1.424	(NAG,NGEN,NCOM)
T.1.1480	(NAG,GEN,COM)
T.1.1893	(OAG,NGEN,COM)
T.1.45	(NAG,NGEN,NCOM)
T.1.459	(NAG,NGEN,NCOM)
C648.45	(NAG,GEN,NCOM)
T.1.897	(NAG,NGEN,NCOM)
T.1.927	(OAG,NGEN,COM)
C576.101	(OAG,GEN,COM)
T.1.541	(OAG,NGEN,COM)
T.1.864	(CAG,NGEN,COM)
C648.153.1	(NAG,NGEN,NCOM)
T.1.142	(NAG,NGEN,NCOM)
T.1.1069	(OAG,NGEN,COM)
T.2.158	(OAG,NGEN,COM)
C576.282	(OAG,GEN,COM)
T.2.75	(OAG,GEN,COM)
T.1.1768	(OAG,NGEN,NCOM)
T.1.302	(OAG,NGEN,NCOM)
T.1.566	(OAG,NGEN,COM)
T.1.1760	(OAG,GEN,COM)
T.1.2419	(OAG,NGEN,COM)
T.2.232	(NAG,NGEN,NCOM)
T.1.555	(CAG,NGEN,COM)
T.1.1364	(OAG,NGEN,COM)
T.1.2013	(NAG,NGEN,NCOM)
T.2.33	(NAG,NGEN,NCOM)
T.1.2274	(CAG,NGEN,NCOM)
T.1.1170	(NAG,NGEN,NCOM)
T.1.554	(NAG,NGEN,NCOM)
T.2.74	(NAG,NGEN,COM)
T.2.216	(OAG,GEN,COM)
T.1.1077	(NAG,NGEN,NCOM)
T.1.1081	(NAG,NGEN,NCOM)
C576.29	(OAG,GEN,COM)
T.1.62	(NAG,NGEN,NCOM)
T.1.1156	(NAG,NGEN,NCOM)
T.2.198	(OAG,NGEN,COM)
T.1.2251	(NAG,NGEN,NCOM)
T.1.2038	(NAG,NGEN,NCOM)
C576.53	(OAG,GEN,NCOM)
T.2.10	(OAG,NGEN,COM)
T.2.248	(CAG,NGEN,COM)
T.4.19	(OAG,NGEN,COM)
T.1.1753	(NAG,NGEN,NCOM)
C648.104	(NAG,GEN,NCOM)
C648.207	(NAG,GEN,NCOM)
C648.148	(OAG,GEN,NCOM)
T.1.887	(NAG,NGEN,NCOM)
T.1.404	(CAG,NGEN,NCOM)
C648.33	(NAG,NGEN,NCOM)
T.1.77	(NAG,NGEN,NCOM)
T.1.798	(OAG,NGEN,COM)
C648.192	(NAG,GEN,NCOM)
C576.215.2	(NAG,NGEN,NCOM)
C648.7	(NAG,NGEN,NCOM)
T.1.1572	(OAG,NGEN,NCOM)
C576.327	(OAG,GEN,COM)
T.2.49	(OAG,NGEN,COM)
T.1.679	(NAG,NGEN,NCOM)
T.1.1155	(NAG,NGEN,NCOM)
C576.65	(OAG,GEN,NCOM)
T.2.22	(CAG,NGEN,COM)
T.1.1076	(OAG,NGEN,COM)
T.2.171	(OAG,NGEN,COM)
T.1.64	(NAG,NGEN,NCOM)
T.1.205	(OAG,NGEN,NCOM)
C576.271	(OAG,GEN,COM)
T.1.835	(NAG,NGEN,NCOM)
T.1.67	(NAG,NGEN,NCOM)
C576.11	(NAG,NGEN,NCOM)
T.1.70	(NAG,NGEN,NCOM)
T.1.765	(NAG,NGEN,NCOM)
T.1.2247	(OAG,NGEN,COM)
C576.262	(NAG,NGEN,NCOM)
T.1.997	(NAG,NGEN,NCOM)
T.1.950	(OAG,NGEN,COM)
T.1.1840	(NAG,NGEN,NCOM)
C648.201	(NAG,NGEN,NCOM)
T.1.1766	(OAG,NGEN,NCOM)
T.1.2231	(OAG,NGEN,COM)
T.2.181	(OAG,NGEN,COM)
T.1.177	(NAG,NGEN,NCOM)
T.2.12	(OAG,GEN,COM)
T.2.223	(OAG,NGEN,COM)
T.1.65	(NAG,NGEN,NCOM)
T.1.461	(NAG,NGEN,NCOM)
T.1.1922	(NAG,NGEN,NCOM)
T.2.65	(OAG,NGEN,COM)
T.1.807	(NAG,NGEN,NCOM)
T.1.859	(NAG,NGEN,NCOM)
T.1.1090	(OAG,NGEN,NCOM)
T.2.60	(OAG,NGEN,COM)
T.1.2218	(CAG,NGEN,COM)
T.1.858	(OAG,NGEN,COM)
T.1.1704	(OAG,NGEN,COM)
C648.51	(NAG,GEN,NCOM)
T.2.199	(OAG,NGEN,COM)
C648.248.5	(OAG,NGEN,NCOM)
T.1.1028	(NAG,NGEN,NCOM)
T.1.349	(NAG,NGEN,NCOM)
T.1.982	(CAG,NGEN,NCOM)
T.5.11	(OAG,NGEN,COM)
T.1.199	(NAG,NGEN,NCOM)
C576.45	(NAG,NGEN,NCOM)
C576.292	(NAG,NGEN,NCOM)
T.1.652	(OAG,NGEN,COM)
T.1.670	(NAG,NGEN,NCOM)
T.1.1172	(OAG,NGEN,COM)
C648.177	(NAG,GEN,NCOM)
T.1.1245	(NAG,NGEN,NCOM)
T.1.1233	(OAG,NGEN,COM)
T.1.1045	(OAG,NGEN,COM)
T.1.1468	(OAG,GEN,NCOM)
T.2.222	(OAG,NGEN,COM)
T.1.1920	(CAG,NGEN,NCOM)
T.1.1806	(OAG,GEN,COM)
T.1.2044	(OAG,GEN,COM)
T.1.486	(CAG,NGEN,NCOM)
T.1.1145	(NAG,NGEN,NCOM)
T.1.1184	(OAG,NGEN,COM)
C648.225.2	(NAG,NGEN,NCOM)
T.1.572	(OAG,GEN,COM)
T.1.1734	(NAG,NGEN,NCOM)
T.1.1926	(NAG,NGEN,NCOM)
T.2.183	(OAG,NGEN,COM)
T.1.1886	(CAG,NGEN,COM)
T.1.853	(OAG,NGEN,COM)
T.1.926	(NAG,NGEN,NCOM)
T.1.545	(CAG,NGEN,COM)
T.1.1502	(NAG,NGEN,NCOM)
C648.102	(NAG,NGEN,NCOM)
T.1.1257	(OAG,NGEN,COM)
T.1.1514	(OAG,NGEN,NCOM)
T.1.1720	(NAG,NGEN,NCOM)
T.1.854	(OAG,NGEN,COM)
T.1.2021	(OAG,NGEN,COM)
T.1.1903	(OAG,NGEN,COM)
T.2.163	(OAG,NGEN,COM)
T.1.1455	(NAG,NGEN,NCOM)
C576.160	(NAG,NGEN,NCOM)
T.1.110	(NAG,NGEN,NCOM)
T.1.720	(NAG,NGEN,NCOM)
T.1.1887	(OAG,NGEN,COM)
T.1.210	(NAG,NGEN,NCOM)
T.1.348	(OAG,NGEN,COM)
T.4.15	(OAG,NGEN,COM)
T.1.494	(CAG,NGEN,COM)
C576.127	(OAG,GEN,COM)
C576.240	(OAG,GEN,COM)
C648.248.4	(OAG,NGEN,NCOM)
T.1.2009	(NAG,NGEN,NCOM)
C576.338	(OAG,GEN,COM)
T.1.968	(OAG,GEN,COM)
T.1.134	(NAG,NGEN,NCOM)
T.1.1696	(NAG,NGEN,NCOM)
T.3.9	(OAG,NGEN,COM)
T.1.2046	(NAG,NGEN,NCOM)
T.2.50	(OAG,NGEN,COM)
T.1.2286	(OAG,NGEN,NCOM)
T.1.352	(NAG,NGEN,NCOM)
T.1.2109	(NAG,NGEN,NCOM)
T.2.139	(OAG,GEN,COM)
C576.123	(NAG,NGEN,NCOM)
T.4.37	(OAG,NGEN,COM)
T.1.1879	(NAG,NGEN,NCOM)
C576.24	(NAG,NGEN,NCOM)
T.4.40	(NAG,NGEN,COM)
T.1.2223	(NAG,NGEN,COM)
T.1.2159	(OAG,GEN,COM)
C648.23	(OAG,GEN,NCOM)
T.1.1477	(NAG,NGEN,COM)
T.2.226	(OAG,NGEN,COM)
T.1.957	(OAG,NGEN,COM)
T.1.776	(OAG,GEN,COM)
T.1.850	(OAG,GEN,COM)
C648.230	(CAG,GEN,NCOM)
T.1.37	(NAG,NGEN,NCOM)
T.1.948	(OAG,NGEN,COM)
T.4.39	(OAG,NGEN,COM)
C576.205	(CAG,GEN,COM)
T.1.1363	(OAG,NGEN,COM)
T.1.961	(OAG,NGEN,COM)
C648.126	(NAG,GEN,NCOM)
T.1.1826	(OAG,NGEN,NCOM)
T.1.1479	(NAG,GEN,COM)
T.2.41	(OAG,NGEN,COM)
T.1.1761	(NAG,NGEN,NCOM)
C576.108	(OAG,GEN,COM)
T.1.2119	(NAG,NGEN,NCOM)
C576.177	(OAG,GEN,COM)
T.1.2105	(OAG,NGEN,COM)
C576.307	(OAG,GEN,COM)
C576.229	(OAG,GEN,COM)
T.1.294	(OAG,NGEN,COM)
T.1.1474	(OAG,NGEN,COM)
C648.120	(NAG,NGEN,NCOM)
T.1.2384	(CAG,NGEN,NCOM)
T.1.40	(NAG,NGEN,NCOM)
T.1.1065	(NAG,NGEN,NCOM)
T.1.375	(NAG,NGEN,NCOM)
T.1.1073	(NAG,NGEN,NCOM)
T.1.1930	(NAG,NGEN,NCOM)
T.1.1770	(OAG,NGEN,NCOM)
T.1.1262	(NAG,NGEN,NCOM)
T.1.790	(NAG,NGEN,NCOM)
T.1.1550	(NAG,NGEN,NCOM)
T.1.2282	(OAG,NGEN,NCOM)
C576.274	(OAG,GEN,COM)
T.1.57	(NAG,NGEN,NCOM)
