ID	Text	Labels
1245401443407777793	It's not #Chinavirus It's not #Muslimvirus Can we please call #Coronavirus as #Coronavirus.	(NAG,NGEN,NCOM)
C575.482	BJP ko hataw bhoshri wala hai sab	(OAG,NGEN,NCOM)
C575.185	"बी जे पी तो ब्याभिचारी है 
धूर्त भी है बलात्कारी है"	(OAG,NGEN,NCOM)
C8.4218.1	tu nikal bhosdike kutta sala	(OAG,GEN,NCOM)
C579.125	मादरचोद नहरू	(OAG,NGEN,NCOM)
C577.186	Side effects of gobar in mind...	(OAG,NGEN,NCOM)
C4.1213	Bollywood apnaapp ko as a businessman dak ta hay tooo ooo mc karaga he 😡	(OAG,GEN,NCOM)
C10.384	"Seems like arundhuti's mother lied to about her father also , I mean whom she
thinks her father 🤣"	(CAG,GEN,NCOM)
1263931771634270214	नेशनल हाईवे नम्बर 3 धुलिया वाले जमातियों की खिदमत..!!! #MuslimVirus  https://t.co/Z1DDs0fUxK	(CAG,NGEN,COM)
1252105390919163908	@alnassar_kw First you people leave Occupied Kuwait for lands own people #MuslimVirus	(CAG,NGEN,NCOM)
C575.262	"Wah kia bol hai 
Desh ka sara baich kar harm ka khtehain jhapajhap 
Desh ke ladki ke sath haramiyun karte hain ghapaghap"	(OAG,NGEN,NCOM)
C579.721	Bloody bastard	(OAG,NGEN,COM)
1245773222013857802	@capt_ivane @ghaziabadpolice लात के देवता बात से नहीं समझते है ... इस लिए माननीय मुख्यमंत्री श्री @myogiadityanath जी से मेरा नम्र निवेदन है कि इन सारे मुल्लो को इक कमरे में बंद कर दिया जाए और इनका ना कोइ इलाज किया जाएं और ना ही कोई सुविधा दी जाए खुद एक दो दिन में मर जाएगा #MuslimVirus @Uppolice	(OAG,NGEN,COM)
C579.502	Nehru: Thaki no. 1	(OAG,NGEN,NCOM)
1278696679	@gurmeetramrahim #blockbustermsg mahazivaratri mana rahe hai ji msg dekha kara apaki rahamata ka kamala hai pitaji ....rama ji teri bata kamala hai	(NAG,NGEN,NCOM)
C579.763	Nehru kutta tha aur country ko bahut back kr diya.	(OAG,NGEN,COM)
C579.69	TT gf f	(NAG,NGEN,NCOM)
C9.214.1	"@I'M ALWAYS B4U nahi re lande Balatkari ka nam ranga billa hai vo....  
Ab sare lando ka nam hoga 😂😂"	(OAG,GEN,NCOM)
C575.47	Very good slogan	(NAG,NGEN,NCOM)
1245671148035047424	@seemi_pasha @TVMohandasPai Even if 1 case was added because of this #TablighiJamat then it demands strong action against the violators. Just like No Means No , Wrong is Wrong. #MuslimVirus	(OAG,NGEN,NCOM)
C39.97	"i don't think the indian health minister doesn't understand because in india
they don't have as much saturation of the chemicals the us population has been
consuming,and coming in contact with as they are less industrialized there at
this time.he should see the disappearing male /watch?v=angiwzh8agy to see that
phtalates,bisphenol a ,and all the soy estrogens that the us population has
been exposed to for generations has made us all women.us males are estrogen
dominant now.thanks to petrochems"	(CAG,GEN,NCOM)
facebook_corpus_msr_606203	"
साबित हो गया कि फ़िल्म के सफल होने के लिये अश्लीलता और बड़े नाम वाले हीरो की आवश्यकता नही है।
"	(NAG,NGEN,NCOM)
C579.616	"Ye photo me jo ladki hai wo Nehru ke bhaanji aur uske behn Vijay Laxmi pandit
ke beti hai 
Ye photo London ka hai jab Vijay Laxmi pandit udhar ke High commissioner they 
Kyu logo Ko pappu Bana rahe ho bhai"	(OAG,NGEN,NCOM)
facebook_corpus_msr_2111154	Brain Washed Hindu. BJP vote bank	(CAG,NGEN,NCOM)
1249799907923202049	#Corona suspected #MuslimVirus women chasing the medical staff to spread . These really pain in the Arse. Please put an end to this. This is the limit for #JIHADI_VIRUS_MUSALMAN #NizamuddinIdiots #IndiaFightsCorona #StayHome @AmitShahOffice @PMOIndia    https://t.co/1eGOtMWO0K	(OAG,NGEN,COM)
1269581632240881664	Yes Sir you're absolutely right!  But not just #Kejriwal destroyed Delhi, we the greedy citizens of #Delhi are a big part to it.  Some Parasites voted for him to get free things &amp; now we've mess like #TablighiJamaat.  #KejriwalExposed #MuslimVirus #KejriwalLiedPeopleDied #aapmkb	(OAG,NGEN,COM)
C575.676	ओह हो इसलिए मोदी जी ने...........।	(CAG,NGEN,NCOM)
C575.334	Gajab hai	(NAG,NGEN,NCOM)
facebook_corpus_msr_1876660	Such a delightful performance Shashi Prabhakaran remember our  Bhubaneswar trip n visit to this stupa. Kasturi Das  thinking of your performance :)	(NAG,NGEN,NCOM)
C575.38	"bhai Jnata Ko Latth danda uthana padega jahan bhajpai / bjp ka karyakarta
bhidikhe tou maaro saalo ko"	(OAG,NGEN,NCOM)
C575.93	" Modi' bhagoo India bacho🏃🏃🏃
"	(OAG,NGEN,NCOM)
1246050065946296321	@Shehla_Rashid जो खुद जल रही है उसे कुछ जलाने की जरुरत नहीं है ....#MuslimVirus 😅😅तुम जल रही हो रही काफी है 😅😅 #ModiVideoMessage #9Baje9Minutes #COVIDー19 #21daylockdown #CoronavirusLockdown #covidindia #coronavirus #CoronavirusPandemic #CoronavirusOutbreak #CoronaVirusUpdates #COVID19	(OAG,NGEN,COM)
1278687043	sawkch bharat ki shuruwat delhi se #delhidecides	(NAG,NGEN,NCOM)
C575.353	😂👍❤️	(NAG,NGEN,NCOM)
C577.351.2	"Oh really!! To tum bheth jao kursii pr... Shayad tumhara dimagg khula ho... To
tum maila mat fekhna"	(OAG,NGEN,NCOM)
1246124289557811201	@BabitaPhogat Ma'am u are correct to the core &amp; You can guess from this tht how many people(around 1 Lakh) liked that tweet so U don't need to delete that. We all love you. #NizamuddinIdiots #NizamuddinTerrorists #Muslims #MuslimsSpreadingCorona #MuslimVirus	(NAG,NGEN,NCOM)
C579.43	इसको पंडित मत बोला करो शर्म आती है	(OAG,NGEN,NCOM)
C4.1732	"All most all movies promote feminazism. Even in English movies. Movies have
become indoctrination tools to hypnotize masses to become slave to women.
These are unhealthy and destructive addiction"	(OAG,GEN,NCOM)
C4.1169	"[18:58](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=18m58s)\----Apne bhai ki
behn chodta rehta hai😊😊😊😊really????"	(NAG,GEN,NCOM)
C577.195.1	Hum To Taadenge Ladkiyon Ko	(OAG,NGEN,NCOM)
C10.123	"Abey loudey Arnab... Did u ever see the vedios of hijdi up police vandalising
public property... Did u ever see how police in UP attacking people... Cm of
up gave an order to its police to take revenge from people... U don't see it ,
u don't show it , u don't debate about it, u don't ask them ...  
Pagal loude , sowar k jaisa pukaarna band kar teri maa ki choot"	(OAG,GEN,NCOM)
facebook_corpus_msr_2277499	#ENTERTAINMENT | With only a day of shooting left for #Tubelight, this is what director Kabir Khan has to say about Salman Khan!	(NAG,NGEN,NCOM)
C579.704.1	Good	(NAG,NGEN,COM)
1245303492354248705	हम लोगों का सूचना तंत्र वाकई ढीला हैं, भारत में लोगों को ढूंढ नहीं पा रहा, पाकिस्तान से दाऊद इब्राहिम को लाने की बात तो दूर रहीं। #मौलानासाद #COVID @HMOIndia @cbic_india @dir_ed @DelhiPolice @IPS_Association @PMOIndia #MuslimVirus	(OAG,NGEN,COM)
C575.592	Ap video dikhao Pahale	(NAG,NGEN,NCOM)
C577.142	thoda baaje or paramchor k baare main bolo	(CAG,NGEN,NCOM)
C575.755.1	सच बोलने कि हिमत को सल्यूट है	(NAG,NGEN,NCOM)
C579.523.1	"Juned Shaikh Abe konsa azad bharat ka tukde krwa dia kashmir mai 370laa aya
hindustan mai hinduo ko hi c bnya chl be"	(OAG,NGEN,COM)
C579.301	Shi he ye video	(NAG,NGEN,NCOM)
C579.492	"Jawaharlal tumahri trah bhikari nahi tha, Jo esduniya se chala gaya uski
badnami kyu karte ho.kiske sath sambndh tha tum vaha thi kya, tumahri aawaz se
lagta hai tum abhi abhi ande se bahar nikli ho.tumhare bareme kisine aisa
video banakar dala to kaisa lagega."	(OAG,NGEN,NCOM)
1278696878	saare jahan se acha indopak hamara #indopakfriendship #cwc15 #indvspak	(NAG,NGEN,NCOM)
C579.744	feak	(NAG,NGEN,COM)
1256424249939554304	@khanumarfa S...U r r8. #lockdownindia doesn't help as long as U &amp; Ur #SingleSource terrorists keep on #SuperSpreading the #COVID__19 with a #conspiracyagainstlockdown.  #singlesourceattack #SuperSpreaders #muslims_are_terrorist #muslimvirus #muslims_are_hinduphobic #Lockdown2 #Covid_19india	(OAG,NGEN,COM)
1278697303	aja ama adami ki jita hui aura bahuta baड़e parti ke ahamkara ki hara hui| bijepi bahuta jalda hi apana kamgresa daura dekhane vali #aapsweep #aapkidilli	(OAG,NGEN,NCOM)
facebook_corpus_msr_866602	"
झि थू हॆ कॉंग्रेस पर जो 100 सीट k लिये छोटी सी राज्यसत्ता की party के आगे मिमिया रही हॆ.    पप्पू भला हो तेरा.  Feuture में कहीँ 10 सीट भीख में ना मंगवा दें मोदी जी 😜😜😝😄😄😄
"	(OAG,NGEN,NCOM)
1245752126610890752	"कौन कहता है कि कोरोना चमगादड़ कुत्ता बिल्ली आदि से हो रहा है, हमारे यहां तो कुछ जंगली ""सूअरों"" से हो रहा है। @sardanarohit @SwetaSinghAT #MuslimsSpreadingCorona #MuslimVirus"	(CAG,NGEN,COM)
1278686230	#railbudget2015 vartamana rela mamtri itane him hunara mamda haim logo ko svapna dekha gae aura loga virodha para utara ae |	(CAG,NGEN,NCOM)
C9.161	Is dalle rajdeep ki importance kyo badhata hai lallantop?	(CAG,GEN,NCOM)
C577.299	"plot twist: their own children goes to the colleges in US, UK or Australia in
the same fashion and look who is speaking against the shorts😂 IRONY!"	(OAG,NGEN,NCOM)
1278696064	ek baat toh pakki hai ..yeh world cup hum sabhi ko hamesa yaad rahega #maukamauka #indvssa	(NAG,NGEN,NCOM)
C577.81	"मुद्दो से भटकांना कोई BJP से सिखे,  
[#बेरोजगार](http://www.youtube.com/results?search_query=%23%E0%A4%AC%E0%A5%87%E0%A4%B0%E0%A5%8B%E0%A4%9C%E0%A4%97%E0%A4%BE%E0%A4%B0)"	(OAG,NGEN,NCOM)
C579.265	नेहरू की जिंदगी खुली किताब थी फिर भी इन लोगों को तकलीफ होती है	(CAG,NGEN,NCOM)
facebook_corpus_msr_1805514	Anna .. another political aspirant...	(NAG,NGEN,NCOM)
1278695916	da vinara ija़ dinara #indvsuae	(NAG,NGEN,NCOM)
C4.1976	"Bad boy character is more preferable then good character in girls eye...that's
why destructive films popular..."	(NAG,GEN,NCOM)
facebook_corpus_msr_671878	"
70 me se 67 ke waqt kyu nahi diye istefa??? Kejriwal ko bura bhala bolne wale...
"	(OAG,NGEN,NCOM)
C24.4204	"sab ladkiya hone ka fayda utha thi hai there should be first investigate
before arresting anybody if girl found guilty for putting false rape case tab
usse 4 ladke har roz chodege aisa law pass hona chaye"	(OAG,GEN,NCOM)
C579.68	"Nehru is a women nizer and a play boy shame what example will he give children
of india there fore he should shown the door and mesaya of children the late
Abdul kalam ji be made children ambassador with out delay now india does not
need womaniser and chain smokers"	(OAG,NGEN,NCOM)
C575.707	Jai mulnivasi	(CAG,NGEN,NCOM)
C579.536	Ghor kalyug hai.	(CAG,NGEN,NCOM)
C579.454	एेसे नेता के वजय से देश गरीबी को झेल रहा है गरीब खाने के लिए परेशान है	(OAG,NGEN,NCOM)
1245673087544078336	@kaushkrahul plz take the name that particular community.  that is Muslim community …..they are not human being, they have one and only one motive to kill innocent  by hook or crook.  China produced #Coronavirus India produced #Muslimvirus	(OAG,NGEN,COM)
1246011042028642310	हम शंख फूंक कर भी बदनाम हो गए पर सुअर.. थूक कर भी मासूम कहलाये #NizamuddinTerrorists #TabligiJamaat #NizamuddinMarkaz #TJKMKB #TablighiJamatVirus #CoronaJihad #MuslimVirus #CoronavirusPandemic #COVID2019india  https://t.co/3d7wxSvtH5	(OAG,NGEN,COM)
C7.1382	"equality ke nam pe sirf manmani chalu hai inaki.. girl kuch kare o sahi hai or
boy wahi kare to kharab hai.. yahi enaki equality hai."	(OAG,GEN,NCOM)
C579.193	"Thahi chutiya jo chutiya giri kr gaya me ase chutiye ka virodh pradarshan leke
unka etihas k panno se nam bhus dalunga me Corte tak jane ki himmat rakhata hu
lekin ase chutiye pandit jese ko nam Nisan tak mita dunga"	(OAG,NGEN,NCOM)
1278706790	ja giye ea sports khele hara...jodi jitte parish.... :p #indvspak	(NAG,NGEN,NCOM)
1253261057063297024	@QuratUl98051308 @piyush_india_ @Swamy39 Rice wheat die automatically after giving grains. They might get contaminated with soil, so we cut them before they die. This is not killing. Only a pro-islamic lunatic like you will argue on this. #muslimvirus people like you have time and again maligned entire religion. #Shame	(OAG,NGEN,NCOM)
C575.543	Kutte hai BJP wale	(OAG,NGEN,NCOM)
C4.689	Real men makes his purpose over pussy🙂😌	(CAG,GEN,NCOM)
C575.481	साहब ाजपा और कांग्रेस दोनों एक ही सिक्के	(OAG,NGEN,NCOM)
1278686840	bajata se pahale padha़em, taiksa para kya hoga khasa? http://t.co/pqtaybntff #budget4mii #unionbudget2015 #acchedinakabajata	(NAG,NGEN,NCOM)
C38.451	"homosexual ko promote karne wale ko pahle Apane BAHAN ko lesbian ke liye
promote karna chahiye after that it will be natural and u also will be happy
with them  
  
GHAR SE SURU KARO CHUTIYO  
BAHAN KO BATAO"	(OAG,GEN,NCOM)
1251540946254065665	#tweeterindia @TweetDeck  @tweeter @tweeter Ohh wow what a professionalism you show.  U just suspend an account without any proper detail and so many #muslimvirus #TabligiJamaatVirus  spread fake news and hatespeechs by tweet so no action wow.	(OAG,NGEN,COM)
C579.722.1	अपनी पोती आभा गांधी और मनु बेन के साथ भी नंगा सोता था गांधी	(OAG,NGEN,COM)
1246440516603932672	@AamAadmiParty @ArvindKejriwal Don't play politics during such times please  #IndiaDeservesBetter #IndiaVsCorona #IndiaFightsCorona #IndiaPaySafe #IndiaBattlesCoronavirus #IndiaFightsCoronavirus #IndiaFightCorona #IndianArmy #IndiaFightsCOVID19 #TablighiJamaat #TablighiJamatVirus #MuslimVirus #ArrestKejariwal	(OAG,NGEN,NCOM)
C579.718.3	Sahi baat hai bahi. Modi lao desh bachao	(NAG,NGEN,COM)
facebook_corpus_msr_2159091	Unfortunate!	(NAG,NGEN,NCOM)
1249009817647112193	"@asadowaisi #IndianMuslims के लिए न #कसाब गलत था,न #अफजल_गुरु,न #याकूब_मेमन,न #शाहीन_बाग़ और न #तब्लीगी_जमात_जिहाद ""गलत तो हम #हिंदू हैं जो दानव में मानव ढूंढ रहे है""। #CoronaJihadis #muslimvirus more dangerous than #ChineseCoronaVirus FYIP @Swamy39 @sdeo76 @Pushpendrakuls0 @neelakantha"	(OAG,NGEN,COM)
C579.286	काॅन्ग्रेसमुक्त भारत!झिंदाबाद!	(CAG,NGEN,NCOM)
C575.187	Thanks sar	(NAG,NGEN,NCOM)
C577.342.1	भारतीय संस्कृति तो हजारों साल पुराना है क्या उस जमाने के कपड़े पहनेगा क्या	(NAG,NGEN,NCOM)
C7.703	Pehle fursat me nikal lavde .........	(OAG,GEN,NCOM)
C579.258	"यदि पटेल या अम्बेडकर प्रधानमंत्री होते तो 
आज कश्मीर और चीन बॉर्डर समस्या नहीं होती"	(CAG,NGEN,NCOM)
C579.576	This is known to everyone..	(NAG,NGEN,NCOM)
C575.722	Bjp murdabad	(OAG,NGEN,NCOM)
1246319297107918849	कोरोना मतलब #जमाती  #ग्रीन #कोरना #AaoMilKeDeepJalaye  1ही इलाज मारो सालो को #CoronaVirusPakistan #JamaatKoBanKaro #JamaatKaCoronaDisaster #Yogi_का_जलवा  #Hindutva #Hindus #MuslimVirus #MuslimsSpreadingCorona	(OAG,GEN,COM)
