ID	Text	Labels
C100.46	"Masini manipur ibemma eigi apambadi jagatta hourakpada khwangda phi or una
wana haibadi phanekki maongsi jagatta loina setli.adubu eikhoikhaktagi
phanekki wakhalda khanduna khatnaribani.tasengbadi eikhoina khwaidagi thengna
chaokhatpa tambada ojha saba yambadagi oikhibani.ngarisu madu mangai apumba
potni .prithibida sa nga liraga chabagi heinabi chahi lising kayagi mamangdagi
leiramlabani.sum chaokhatlakpadagi apat arak chaba toknakhibani.singjusu chap
mannei morok sabada hakchang nungaitabadagi morok hantharaga salad
onkhibani.ojha yammalle heiba heitaba .khangjadaba ojha mayamduna lila dramada
yaoba dialogue.paramparagi matamga channadaba kayasi srmdokpa matam
oire.nupimachasingna cycle thouduna school.tution chatpada phanekki mahutta
salwar setpanadi cycle gi accident hanthagani khanjei."	(CAG,GEN,NCOM)
C130.46	"Th Biswajit singh’s wife is Junriewon right ?  
What’s going on here, can anybody explain pleas ?"	(NAG,NGEN,NCOM)
C115.207	Raj like amatang	(NAG,NGEN,NCOM)
C10.33	Ngbu kynarena tyda kmy twrino asengbara achumbara khngdrene	(NAG,NGEN,NCOM)
C12.151	Ojaah......	(NAG,NGEN,NCOM)
C10.133.4	"Um nungai yaiphana pnba oirasanu.Ei bamon ni meitei nupi amaga chahi animuk
khngnare aduga mama hoine yde haibadagi eise asoiba thiraga eige ephmdagi
lapkhre ei ymna wakhi ymnash kpkhi mahaka kainabada ngacsu eige mitki pee
kangdri"	(CAG,NGEN,NCOM)
C101.365	bjb kangbuce uti asangba Chara ama chrga cikharo	(OAG,NGEN,NCOM)
C101.841	Ore khire tiken bijoy muslim bu ym usittbge wa khungang ngange	(OAG,NGEN,NCOM)
C12.68	"Eina haibige sakthu haiba fijet figai setpacbu chaokhatpane hairadi taina fi
setriba matamdudi yam chaokhatlene africa leibakt leiba una setpa penty setpdo
moina henlene chaokhatpa sakthu chaokhatpa2 haije esagi fijet esagi culture
ngakna chatpadune chaokhatpa haije meiteina penty setpadi chatnde ahan lamhan
myam mangd kiss taubadi meiteigi natta wari lairikta yaode meiteigi oiba
chatnabi fajana khanglaga mapal lamda leiyu yadro mina meiteigi oiba
hanglakpda fajaramlani ngna khumlmduido ebungngo"	(OAG,GEN,NCOM)
C100.35	"Eidi ym ngcye echangi carecter ei ym pame.eigi oiramadi yamna nungaini.really
i love u."	(CAG,NGEN,NCOM)
C101.224	Aeigi baba emana hek BJP da vote lep pasu sukpi piroi hae	(OAG,NGEN,NCOM)
C108.81.2	Meegani honglise keino nangsu panningba amada hek pankho	(CAG,NGEN,NCOM)
C95.399.2	"Particular community ge wapham natchade..Eripak-Eramdamna ashuk luraba Tanja
ashida Apunbage Shaktam puraknaba hotnabna phie khanjie..Eikhoi d
Meitie/Meetie oiningba oishanu,eshage identity ngakna chatlaga loire.."	(CAG,NGEN,NCOM)
C95.458.2	"Pangal di pangal adum oigani meitei pangal haibade yaba ngamloi thabak khak ki
khnganu thabak ti Allah na pegani"	(CAG,NGEN,NCOM)
C108.138	Meitei ga mayang nupagro luhonglise	(CAG,NGEN,COM)
C106.15	Yam lemmiko bishorjit se 🤣🤣🤣🤣	(NAG,NGEN,NCOM)
C101.875	Go back bjp	(OAG,NGEN,NCOM)
C101.540	I hate bjp .	(CAG,NGEN,NCOM)
C95.338	Pangal oigira ama oigera... eikhoi Manipur ema amatagi macha ni	(CAG,NGEN,NCOM)
C101.458	Really enjoyed watching thai discussion specially the ending part..	(NAG,NGEN,NCOM)
C101.325	BJP kngbuse kdaidnom purga pullp mei thadokpikrooo 🙏🙏🙏🙏🙏	(CAG,NGEN,NCOM)
C12.133.3	"Abem Dovei. Out of context wari di tounaraoisi da kanadaba da. Political
agenda pusilak kano. Asigi nupa sina hairise yamna lanba yaori ko."	(NAG,NGEN,NCOM)
C10.158.2	pak oi noidi	(CAG,NGEN,NCOM)
C101.349	Ngacdi oja tiken gi twin pocket sinlam a😂😂😂 thambal yek am a pakchabna	(NAG,NGEN,NCOM)
C95.310	"Pangal is just for recognition who stayed in manipir. But there identity of
religion is all believe in Allah . But Allah is greak word in English it means
God."	(NAG,NGEN,NCOM)
C12.102.3	"Chin thidrasu adum chumna ngangba yaram nida boy ... Eina Chanel ge sida sum
yenglak pada ngse oiramme thou leitaba baan ga toina twhanlise education
yaodaba mi khak na bad words sijin nabani nathanda ekaiba poktabara ba madu gi
waheido pallaga ngse chaothok chariraba 2nd thought leiyo boy ekaiba su khra
khangba fei"	(CAG,NGEN,NCOM)
C100.38	Yam chumi cha	(NAG,NGEN,NCOM)
C115.109	Social media da erang sagatpa taradra eikhoi mayam na ngangnarise	(NAG,NGEN,NCOM)
C101.34	Sak yam kaaktro bjp menai mayam jhey	(OAG,NGEN,NCOM)
C95.41	Khangdarae da nong dam ba	(NAG,NGEN,NCOM)
C130.1	"Nupa hai c di nupa ne ng na reserve leira di nupa na kei su hnjin lk o , nupi
leira ba nupa da ng wakhl ym thenli ei hai ge nupa ywdra d leiba ngm da bro
nupi se amuk soikhra di yare..... Nupi c bu nupa ywdra d nupa da yum pn dra d
nacha yok a gaa faja na leiba yai adu di ntte peisa khra ura di amuk toi ba
minister ntta ba laira ba macha amana hairk pa da di ng kei su yaroi nttro
humm...... Peisa da choppe haiba da haimn ba thok loi 😏😏😎"	(OAG,GEN,NCOM)
C95.347.1	"Sum Warini he moi2gii apamba loi oigedii kanaNa Nungydoino Leibakki erangna
kalla kansida"	(CAG,NGEN,NCOM)
C130.47	"Bishwajit angang ahum leiraba  
nupabu keidaobagi nupisingse matungillino khangde"	(OAG,GEN,NCOM)
C101.412	Congress ta support twni	(NAG,NGEN,NCOM)
C130.102	"First wifetugi wathok mayamdagi saoningdana atombi amamuk loure aduga nupi
ahaldu amuk hanjillakle nupi atombisina amuk hanna yengbidre nupi nupa yum
pannaribasibo karigino fijet fajaba setlaga ahaoba khra pangcha charaga leiba
yabro nupi ahalduna mayum palluriduna karigii aduk nungyna awatpa amatta
leitana leiraga hujikna atonbida loina tahwre nupana hanna yengbdradi sigumba
thoudokse mayam thoklakhini nupina phttaba touragana octabine hekta hyba
nupana touragana chammagi mapune hyba nupa eikhoidi chammagi mapunena
khllabadi nupi makhoidi lisinggi mapu adum oikhiba tabane nupi Amana lamchat
nyraktrabadi octabine hybirii adubu nupi aduna octtaba chtllaklibase kari
maramgino nongmata khngnaba hotnarude khngsu khngninglude octabi kayagi
manungda oiningda oikhiba kya amasune"	(OAG,NGEN,NCOM)
C95.58	"Brandon, what I meant was, in this GLOBE, ""PANGAL"" is from Manipur (Meitei
Poirei Lam) only . No need to ADD or DELETE Meitei. The ""PANGAL"" is enough.
Should I call U MAYANG Pangal or BENGALI PANGAL. PANGAL is only from MANIPUR,
not from PAKISTAN."	(CAG,NGEN,COM)
C101.931	"Date 17 faodng tiken ga bijoy ga adum koubiyo adu oiradi BJP vote leikha tana
pobada hena mateng oini..."	(CAG,NGEN,NCOM)
C108.22	Duniya sebu meitei nipa leitrabo leitrabo ei pega	(CAG,GEN,COM)
C33.26	Thabal chongkhodana siro siro	(OAG,NGEN,NCOM)
C130.3	"YARE KO!!! Noi aduwai kollup ki chatnabi se eina masak munna khnglabane!  
Nupi na mawa hnjin hnjin naiba.  
Nupa na nupi makhal makhal louba.  
Noi aduwai do angang oirikanda POLIO hidak pithakpada “EKAIBA KHNGNABA” hidak
amaga supplementary oina thadaba yadrabane.  
  
Pung 11 da hougatlaga pung 1 hotel tann na breakfast touba, sumang da
tulasibong faoba leitaba noidi VIRUS ne society asigi.  
  
Noibu louriba nupa duda noi noigi body adu nattabida atei kari piba
ngamjabage?  
Migi macha aduda lousing gyan, houna lonchat, chaokhatpa lambi da pubiba
ngmbro?  
  
Noi kharana NAGAMAPAL se loina chingtharabane. Second 5 fana mobile thadokpa
ngmdaba noina migi emung kaya thugaige hairino??  
  
Macha 3 suraba Biswajit na nggumba nupi koiraga hundoktradi Puja Elangbam
koirudro?"	(OAG,GEN,COM)
C101.85	Vote mayasidi manung hutnagi unabagi matmse khara sangdokadi nungaidouba	(NAG,NGEN,NCOM)
C12.105	Neirehe	(NAG,NGEN,NCOM)
C95.256	Mike Tyson.. Se kamai na	(NAG,NGEN,NCOM)
C101.433	Raj bro salute	(NAG,NGEN,NCOM)
C12.101	"yaode adubu mado para ama tambibaga chap manadrane phattaba thabkto wwrakpa
taba nattranae"	(NAG,NGEN,NCOM)
C101.802	"[#MrRaj](http://www.youtube.com/results?search_query=%23MrRaj) gi counter
yamna fajakhi... 👍👍"	(NAG,NGEN,NCOM)
C101.398	"Raj hujikti Eikhoi noigi power matmne aduna fjna neisilo question se Adumaina
hangjilo kok ngaohalo, Eikhoigi apambadi huranbasing Saohanbadune aduna
yarikhei Moise saohanba mayumdaga hankhraga Chaka Amata chaningba faodbido,raj
eigi request ti moikhoibu saohanba, moina saoraga eina Penna nok aga ngaihak
pothajabadune"	(NAG,NGEN,NCOM)
C101.691	"Haha Bijoy ga Tikenga noi ani Modina moi yumda lak o haibne chatlo2 noi party
su puraga Ada"	(CAG,NGEN,NCOM)
C95.323	"Eyamba Arshad si ngsina ahanbani, Social gi thbk myam ama yaojarure amukta
thengnajarktri, Kaidei faorklino kokpu ngao ene"	(NAG,NGEN,NCOM)
C101.878	Mayan. Kaikuda. Pibise. Kaikunabu. Henna. Fani	(NAG,NGEN,NCOM)
C101.861.1	Yengba yam warabni	(CAG,NGEN,NCOM)
C101.351	"BJP nabu power pairaklaba madam ji Papu ji pumnamak behind the bar....cab na
Lanna uhangumsi karamna eikhoibu minority oihankhige haibadu khngminasi
....BJP na power pairaklaba huranba sing soidarabani..."	(OAG,NGEN,NCOM)
C101.896.4	Party DA khngano Mi DA oina khnbiyo	(NAG,NGEN,NCOM)
C10.107.1	@simple guy 🥱🥱🥱🥱🥱🥱	(NAG,NGEN,NCOM)
C108.13	Loiredako kangleipak...minat na enat onkhraba...ko...	(CAG,NGEN,COM)
C10.29	"Pangal nepa singcna good nugaina pallu kaina hairese makoi soidana meetei nupi
gi mathu lauge tauba oiramgani"	(OAG,GEN,COM)
C12.133	"Super I like it ... Actually it revenge minister biswajit second wife mother
revenge to first wife because of their individual problem"	(NAG,NGEN,NCOM)
C101.904.3	"@Rajakumar Haobijam bjp ywriba misingna asuk ymna oidba nganglic som khngdrab
CAB matangd"	(CAG,NGEN,NCOM)
C100.2	Ym chumme che echanthoi 👍❤️🔥	(NAG,NGEN,NCOM)
C115.158	Wari saba yaba Bjp amatang hapadi fagadouni	(NAG,NGEN,NCOM)
C12.90	"Nangna khallido nangi wakhal ni nangdi mayang leiramdradi nangchara hallani
nang d mayang gi mathi do namaida teiyu aduk wakhal pikpa mayang yaodradi
hingbayaroi nang gi wakhaldo"	(OAG,NGEN,COM)
C101.960.5	"Khundongbam ATIYA MEITEI congress na chahi 15 pairakpada keimta semde haidi ng
chahi kayada poklakke .. tiddim road ki fibam kamai touramge hanna ima keithel
kamaina touramge .. lambi gi nakan2 yum thugairaga yum amada lakh kaya2no
piribado aduga lambi pakthokpado over bridge na alien na sabra hairak khora
atei"	(CAG,NGEN,NCOM)
C101.697	"Hanndgi lairga leirba leibk c da,knnaba fngloidba act a c pass twraga kry
knnaduino"	(CAG,NGEN,NCOM)
C95.391	"meitei pangal haibdi pangal singse meitei ningol gi mchani haibni meitei blood
ni.. meitei naga meitei nepali metei myang haidri keigino hairdine moidi
masagi marol lei as well as moidi meitei ningol gi blood ntte"	(NAG,NGEN,NCOM)
C130.82	"Nasak aduk yamna fajarga nangna Bishwajit ta lei shilong da nupa amaga amuk
Hotel da leina toudouba saruk 1st. Ki da leibakta tamlambagi kainakharadi
kainakhare afaba nupa ama soiroidouba matu macha letaba yenghouba
yadaro.........?"	(CAG,GEN,NCOM)
