ID	Text	Labels
C1037.15	Tmc কে বলি বাংলায় রথে যদি কোনো প্রভাব নাপরে তাহোলে অনুমতি দিতে ভয় পাছি কেন	(CAG,NGEN,NCOM)
C58.116	"Shali BC
Marka"	(OAG,GEN,NCOM)
C47.130	"Original khankir bachha take dekhte khub ichhe korche....😁😁😁😁😁😁puro gud er
nesha te puro pagol choda hoye gache..."	(CAG,GEN,NCOM)
C45.357	"Vai gorib bessar video na baniye vodro er mukhosh pore jara Ei sob Kore tader
video kor"	(OAG,GEN,NCOM)
C55.87	Sonagachi te giye chude chude sona goriye por...khanki maagi....	(OAG,GEN,NCOM)
C45.299.2	বোন নিজের সম্মান রেখে চলুন।	(NAG,GEN,NCOM)
C44.98	"Masir Meyer songhe biye kora 100% Jayez Hobe...
Tahole Erha Nijera Keno family ke na bole,,,,Chele ta ek torfha Eay poth beche
nilo????"	(CAG,NGEN,NCOM)
C1032.22	"প্রশান্ত বাবু, আপনি বলেছেন, "" শ্রী কৃষ্ণ অনার্য""। এটা কি যুক্তিসঙ্গত? কৃষ্ণের
জন্ম যদু বংশে। যদু ছিলেন রাজা যযাতির পুত্র। মাতার নাম ""দেবযানী"" :
শুক্রাচার্যের কন্যা। যযাতির পাঁচ পুত্রের মধ্যে যদুই জৈষ্ঠ্ পুত্র। কনিষ্ঠ পুত্র
: পুরুর বংশধর কৌরব। অর্থাৎ যদুবংশ ও কৌরব দুটোই রাজা যযাতির বংশধর। এরা কোন
ভাবেই অনার্য ছিল না । 
মথুরার রাজা্ কংসের বাবাও পরম বৈষ্ণব উগ্রসেন। সুতরাং কংস অসুর ছিল না। 
কৃষ্ণ সংস্কৃত জানতেন না: এটাও ভূল তথ্য। কৃষ্ণ ও বলরাম দূইজনেই মুনি সান্দীপনির
আশ্রমে পড়াশোনা করেছিলেন। ঐ আশ্রমে সুদামাও পড়েছিলেন। সুতরাং তিনি সংস্কৃত
জানতেন। এমনকি কৃষ্ণ পাণ্ডবদের সাথে সংস্কৃতেই কথা বলতেন। 
শ্রীকৃষ্ণ অর্জুনকে অবশ্যই অধ্যাত্ম বিজ্ঞানের শিক্ষা দিয়েছিলেন। কিন্তু গীতা
গ্রন্থটি শ্রীকৃষ্ণের রচিত নয়। কারণ মহাভারতের রচয়িতা ছিলেন মহর্ষি ব্যাস দেব।
আর মহাভারতের ""ভীষ্ম পর্ব"" থেকে গৃহীত ৭০০শ্লোক। 
ব্যাস দেবের জন্মদাতা ছিলেন ""ঋষি পরাশর""। তিনি কি করে শূদ্র হতে পারেন। 
বাল্মীকির আসল নাম ""রত্নাকর"" । তিনি ছিলেন চ্যবন ঋষির পুত্র। তাহলে শূদ্র ছিল না। 
আপনার কথায় মহাভারত পয়ার ও ত্রিপদী ছন্দে রচিত। পয়ার ও ত্রিপদী বাংলা ভাষার
ছন্দ সংস্কৃতের ছন্দ নয়। 
গীতার ""স্বধর্ম"" ব্রাহ্মণ্য ধর্ম নয় । এখানে স্বধর্ম শব্দের অর্থ ""মানব ধর্ম""। 
গীতার অষ্টাদশ অধ্যায় ৭০ সংখ্যক শ্লোক বলছে:- 
""অধ্যেষ্যতে চ য ইমম্ ধর্ম্যম্ সবাদমাবয়ো:। 
জ্ঞানযজ্ঞেন তেনাহমিষ্ট; স্যামিতি মে মতি:।।"" 
এই শ্লোকে গ্রন্থ শব্দটির উল্লেখ নাই। সংবাদ শব্দের প্রয়োগ হয়েছে যার অর্থ
""কথোপকথন""। 
এছাড়াও শাস্ত্রে কথিত আছে: 
""জন্মনা জায়তে শূদ্র সংস্কারাৎ দ্বিজোচ্যতে । 
বেদাধ্যায়ী ভবেদ্বিপ্র ব্রহ্ম জানাতি ব্রাহ্মণ:।।"" 
আবার চৈতন্য মহাপ্রভু বলেছেন : 
শুচি হয়ে মুচি হয় যদি কৃষ্ণ ভজে। 
জন্ম সূত্রে সবাই শূদ্র । ব্রাহ্মণত্ব অর্জন করতে হয়। এটাই বাস্তব সত্য। 
চতুর্থ অধ্যায়ে ৩৪ সংখ্যক শ্লোক: 
""তদ্বিদ্ধি প্রণিপাতেন পরিপ্রশ্নেন সেবযা । 
উপদেক্ষ্যন্তি তে জ্ঞানম্ জ্ঞানিনস্তত্বদর্শিন:। 
এই শ্লোকটিতে বলা হয়েছে তাকে যদি জানতে হয় তাহলে প্রণিপাত (আত্মসমর্পণ),
পরিপ্রশ্ন (অধ্যাত্ম বিষয়ক প্রশ্ন) ও জীব সেবার মাধ্যমে বোঝার চেষ্টা করতে হবে। 
যাই বা হউক আপনার তথ্য গুলো যদিও তথ্যমূলক তবুও প্রতিহিংসাপরায়ণ । কারণ আপনি
সর্বত্রই একটি বিশেষ গোষ্ঠীর প্রতি ঘৃণাত্মক ভাবনায় প্রেরিত। অতি প্রাচীন কালে
জাতি প্রথা ছিল না। শাস্ত্রের মধ্যে বহু কিছু আছে যা অবশ্যই গ্রহণীয় । আপনি
শাস্ত্রর ভালো দিকটা দেখেন নি। কারণ মক্ষিকা (মাছি ) কেবল ""ঘা"" খুঁজে বেড়ায়।
মৌমাছিও মক্ষিকা 
বর্গীয় কিন্তু ফুলের রস সংগ্রহ করে স্বাস্থ্যপ্রদ ""মধু"" তৈরি করে । সুতরাং
প্রশান্ত বাবু , মাধূকরী বিদ্যা শিখূন তাতে জনকল্যাণ হবে। মক্ষিকা বৃত্তি অবলম্বন
করে সমাজদ্রোহী হবেন না। আলোচনা ছেড়ে সমালোচনায় আসুন। আপনি এক‌ জায়গায়
""সদ্গুরুর"" কথা উল্লেখ করেছেন। শ্রী কৃষ্ণের ঐ সদ্গুরু তথাকথিত ব্রাহ্মণ সমাজে
দুর্লভ। কৃষ্ণ ভগবান ছিলেন এ কথা অতি সত্য কিন্তু তিনি তথাকথিত ব্রাহ্মণ্য ধর্মের
পৃষ্ঠপোষক ছিলেন না। সুতরাং কৃষ্ণকে জানতে হলে আপনি অবশ্যই শ্রী শ্রী আনন্দ
মূর্তিজী রচিত ""নমামি কৃষ্ণ সুন্দরম্ "" গ্রন্থটি পড়ুন। আমি নিজেও ""পুরোহিত
তন্ত্র"" মানি না। কিন্তু যাহা সত্য তাহা অপরিবর্তনীয়ও বটে। অবশেষে আর একটা লিখে
শেষ করছি। 
"" উত্তমো ব্রহ্মোসদ্ভাবো মধ্যমা ধ্যান ধারণা। 
জপস্তুতি স্যাদধমা মূর্তিপূজাধমাধমা। """	(NAG,NGEN,NCOM)
C1048.178	Where is the mask? You know who is the father.. Shame	(NAG,NGEN,NCOM)
C1034.27	Ate ki praman hoi	(OAG,NGEN,NCOM)
C62.318	হিন্দু তুই মাগি	(OAG,GEN,COM)
C1035.179	Didir matha kharap hoyeche. R na Bhaijan, thak. Patla paykhana hoye jabe....😂	(OAG,NGEN,NCOM)
C45.659	যা তো চুদির ব্যাটা ২০০ টাকায় চুদবে আবার কত নাটক চোদায়😂😂🤣	(CAG,GEN,NCOM)
C44.130.2	"Ota toder hoy oijonyo kakar meye mamar meye nijer bon k biya korish ar ata
sotty na ata sirial"	(OAG,GEN,COM)
C1037.20	I am support BJP	(NAG,NGEN,NCOM)
C59.2353	Toy gudear bal	(OAG,GEN,NCOM)
C1038.71	Hindu jag juka hai. Up rahul khan gandi 2019 finish.	(OAG,NGEN,COM)
C61.614	ভুরি মাগি খানকি মাগি	(OAG,GEN,NCOM)
C61.640	তোকে চুদবো যে শালি শালি ভিখারী	(OAG,GEN,NCOM)
C1048.188	এমপি পদ টাকে কলঙ্কিত করছে 😠😠😠	(OAG,NGEN,NCOM)
C46.21	Arab er dassu ei khankir bachha ra.	(OAG,GEN,COM)
C1035.119.1	কেন না?	(OAG,NGEN,NCOM)
C1030.8	"Chhi amader muslim meyera emn nungra vasa krtei parena oi meyeta faltu ekta
meye dekhe bojha jachhe oi meyetir lojja kra dorkar emn vasa kono musol man
krte parena o ekta hindu ebong nirlojjo behaya nari j muslim der k somajer
chokhe nichu krar jonno emn video baniye che chi chi or mukhe thu thu martam
samne thakle"	(OAG,NGEN,COM)
C1039.242	Allahar name hindura rajneeti karena boss.   Tomra netader r moulabider hate putul haye gecho.   Chinta kare dekhbe.	(OAG,NGEN,NCOM)
C1048.159	Chi Chi.A Abar MP. 😡Banglar Lajja 😡	(OAG,NGEN,NCOM)
C1030.54	100% হিন্দু	(NAG,NGEN,COM)
C1040.107	Ar kutto sala	(OAG,NGEN,NCOM)
C1030.95	Bangla 10 চোখে অন্ধকার হয়ে থাকে তাই চিন্তে পারেনি মুসলিম কোনটা,,,	(NAG,NGEN,COM)
C46.179	Bara gula kete tader pande vare de	(OAG,GEN,NCOM)
C1048.43	Father knows who the father is ki ekta obostha totally tana hechra=chechra	(OAG,GEN,NCOM)
C44.336.1	"এরা সব এক একটা বেটিচোদ।
এদের জন্য সমাজ নষ্ট হচ্ছে।
এদের কে গন পিটুনি করে মেরে ফেলা দরকার।"	(OAG,GEN,NCOM)
C61.2142	"rastar petni tui fokirni magoni manos k somman janis na rastar tukai abar
lomba lomba kotha"	(OAG,GEN,NCOM)
C62.316	পতিতা	(OAG,GEN,NCOM)
C1048.217	Nusrat Oi Bacha Take Nijer Dudh Milk Pan Korabe To..	(CAG,GEN,NCOM)
C1038.272.1	"@slmnkhn1993 tera jaysa pehchan mit gaya kya ? 
converted ka koe izzat nahi hota. Aarab me tere jayse ko miskeen boltah hay."	(OAG,NGEN,NCOM)
C1038.108	Jai shree ram hanuman ❤🙏❤🙏❤🙏🙏❤🙏❤🙏❤🙏❤🙏❤🙏❤🙏❤🙏❤🙏❤🙏🙏	(NAG,NGEN,NCOM)
C52.6	erokom fokinni boro bon na thaklei vlo hoi je tar soto bonke trust korena	(OAG,GEN,NCOM)
C1048.213.2	👌👌👌	(NAG,NGEN,NCOM)
C1048.121	"বিয়ে করল একজন আর সন্তানের এর বাবার পরিচয় অন‍্যজন।  
এর বাবার নাম রাম জানে।  
বাবা কে কেবাবা কে কে,,বাবা  
বাবা কে কেবাবা কে কে,,বাবার পরিচয় দিতে পারছে না। আন্দের সময় কমদামি টুপি পরলে
এই হয়।  
যার পারিস নাম বল। 😄😄😄😄😄😁😁👌👌👌"	(OAG,GEN,NCOM)
C62.134	তুই একটা খানকি, আর খানকি দের কোনো ধর্ম নেই	(OAG,GEN,NCOM)
C1048.138	নির্লজ্জ বেহায়া অসভ্য মহিলা নুসরাত।	(OAG,GEN,NCOM)
C61.1797	Sali mathar chod	(OAG,GEN,NCOM)
C1029.5	Bal Katha karishna	(OAG,NGEN,NCOM)
C1030.47	Musolmanra kono dhormoke chhoto korena.	(NAG,NGEN,NCOM)
C1036.2.1	"Onara to jak..kintu Vai rules ta equal houa uchit ..ki na ..apni ayta apner
bibek dyea bolun"	(NAG,NGEN,NCOM)
C48.7	ভারতে এত মানুষ চোদাচুদির পাগল .......বৌদি গুলো এক একটা খানকি	(OAG,GEN,NCOM)
C1039.260.2	rajesh rajesh   পশ্চিমবঙ্গ টা অলরেডি পশ্চিম বাংলাদেশ হয়ে গেছে দিদির দয়ায় রোহিঙ্গিয়াদের বসিয়ে এবার শুধু হিন্দুদের হত্যা আর বলাৎকার করে পশ্চিমবঙ্গ থেকে তাড়ানোর অপেক্ষা।   হিন্দুরা তৈরী থাকো ভারতের কোন রাজ্যে উদ্বাস্তু হয়ে থাকার জন্য। বাঙ্গালী হিন্দু ঘুমিয়ে থাকো আর অপেক্ষা কর কখন তোমার মা বোনের ইজ্জত লোটা যাবে।	(OAG,NGEN,NCOM)
C46.107	Molla der ma gulo age choda dorkar....	(OAG,GEN,COM)
C1039.24	এবিপি আর কতদিন চামচামি করবি?	(OAG,NGEN,NCOM)
C1039.137	bal dal.	(OAG,NGEN,NCOM)
C1040.44	"ওই হিন্দু ছেলেটা হলো বকা চোদা 
ওর মাথায় sit আছে"	(OAG,NGEN,NCOM)
C1035.51	"Dekho didi... dharmer kal barase noore... Tomar din ebar ses... Ar tomake
bodhibe je Gokule bariche se. Eta amr Kotha noy."	(CAG,NGEN,NCOM)
C1040.259	"এই বান্ধির পুএের বাড়ি কোথায়,,ঐ সালা আগাডার বাচ্চা কে পিটাইতে পিটাইতে
মারমু,,,,ওর বাড়ি কোথায় জানা থাকলে বলেন,,,এই ভাবে আর বসে থাকব না,,ওদের একটা
কিছু করতে হবে"	(OAG,NGEN,NCOM)
C1036.24.1	"Sala tui manus. 
 
Ata ki support kara jai??? 
 
Sala modi hatao"	(OAG,NGEN,NCOM)
C59.2345	Ranu di manus na ladies kutta.	(OAG,GEN,NCOM)
C45.589	Madarchud randi	(OAG,GEN,NCOM)
C1039.246	এক হি নাড়া এক হি নাম জয় শ্রী রাম জয় শ্রী রাম	(NAG,NGEN,NCOM)
C65.297	বেষ্যা	(OAG,GEN,NCOM)
C1035.312.1	@koushik mandal হ্যা দেখা যাবে 🤣🤣🤣	(NAG,NGEN,NCOM)
C1039.111	Jai sree ram ... har ghar vagwa chayega ram raj ayega ...	(NAG,NGEN,COM)
C1048.223.2	"@Sree Kumar আগে দেখো কি রকম মা!! ওর প্রাক্তন boyfriend কাদের এখন rape case এ
জেলে আছে। ওর জন্য রাজ- শুভশ্রী র বিয়েটা আর একটু হলেই আটকে যাচ্ছিল ।।"	(CAG,NGEN,NCOM)
C1038.293	"some anti hindu...anti bengal ... communist slave come here and teach u
bengali culture Admin....dnt pay attention to them"	(OAG,NGEN,COM)
C1039.206	Jai shree raam bangal vasiyo...Accha laga...	(NAG,GEN,COM)
C1035.217	ISF JINADBAD	(NAG,NGEN,NCOM)
C59.951	রানু রেন্ডি	(OAG,GEN,NCOM)
C1031.5	জয় বাউড়ি সমাজ জিন্দাবাদ জয় ভীম	(NAG,NGEN,NCOM)
C1039.70	jay sri ram.....   jodi merudondo thake real khobor dakha....tmc r paa chatte toder channel	(OAG,NGEN,NCOM)
C1038.196.1	Happy Ram Navami	(NAG,NGEN,NCOM)
C8.11786	hattt matharchhhod	(OAG,GEN,NCOM)
C1039.91	Bjp amader bangla k kharap kore fel lo...kono procession a hathiyar niye Jawa uchit noi..ramnawami hok ba muharram hok..shostro niye Jawa bondo Kora uchit	(OAG,NGEN,COM)
C1048.116	মুখটাই বেকা বাড়া😂	(OAG,NGEN,NCOM)
C59.214	Randi ranu modal..	(OAG,GEN,NCOM)
C1036.2	যেখান থেকে এসেছিলে সেখানে যাও	(CAG,NGEN,NCOM)
C45.662	সব গুলো বুড়ী, এই সব চলেনা	(NAG,GEN,NCOM)
C47.119.1	মাগি	(OAG,GEN,NCOM)
C1039.229.3	T C Diba Swopno Sotti Hoi re Abal! r tor Youtube chnnel r nme ta dek. Besi Ram Ram Bhule Gechis tui Nijer nme!	(OAG,NGEN,NCOM)
C1040.391	"Allah maf koruk... 
Heda yet koruk sokol k...."	(NAG,NGEN,NCOM)
C1037.5	Bharat mata ki joy. Joy shree ram	(NAG,NGEN,NCOM)
C1048.161.2	But high profile	(NAG,NGEN,NCOM)
C55.129	"ওই মাগি কে ফাসি চাই তারপর মাগির মা বাবা কে ওর মা বাবার জন্য এইসব হয়েছে ওই
শালিরা মেয়েকে মানুষ করতে পারলো না"	(OAG,GEN,NCOM)
C6.2683	"misogynistic film?
🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️"	(CAG,GEN,NCOM)
C1039.82	murkha reporter in hathiyaro ke liye license ki jarurat nahi padti .	(OAG,NGEN,NCOM)
C1038.75	"Ram ka nahi kohi daam.Ram huva badnaam.bjp or hindu teri leya.aaj ka hindu
kuch nahi janta apna dhram ki baat .likin sunta hai chor bjp ki baat.tumari
hal to aisa ha hindu Bhai.sudaro nahi to tumara Bacha modi or yogi ki murti
bana ka pooja karagi."	(OAG,NGEN,NCOM)
C1038.155	"ভীষণ ভালো লাগে তোমার ভিডিও গুলো 
নতুন করে দেখতে ☺মনে হচ্ছে আগে তো এই দৃশ্য টা দেখা হয়নি 😊ভীষণ 
রকম একটা টান থাকে, তুমি ভীষণ 
ভালো বেসে এটা করো বোঝা যায় 
তোমার সফলতা কামনা করি 👌👌"	(NAG,NGEN,NCOM)
C59.2384	Bal chauda	(OAG,GEN,NCOM)
C44.242.2	Muslim ki toke cudlo...mamir sathe x kore paliyaca k? Jobab de	(OAG,GEN,NCOM)
C61.1712	অহংকার রেন্ডি	(OAG,GEN,NCOM)
C59.371	Bal cher tui ranu magi...	(OAG,GEN,NCOM)
C1038.246	"Eta ki Bangali der michhil naaki Gutkhaland er michhil ? HAHAHAHA..Kichu
Borobajari dalaal aar taader Bajrang Dal er chala chamunda .. tar sathe Hindi
te bhaat .."	(OAG,NGEN,NCOM)
C45.767.1	"Sonagachi te. Bangladeshi magi
5000 ache"	(CAG,GEN,COM)
C1040.168	গান্জা খায়ছে সালা।	(CAG,NGEN,NCOM)
C68.725	Ranu magi	(OAG,GEN,NCOM)
C62.7	কোন মেয়ে মুসলিম নয়	(CAG,GEN,COM)
C1040.369	আমরা কিন্তু বাইরের কোন ক্ষতি করেছি তাহলে তারা আমাদের ক্ষতি চায় কেন।	(NAG,NGEN,NCOM)
C1035.141	ei channel ta dalal..dekhi na...hate kori	(OAG,NGEN,NCOM)
C55.134	"Loke bhalo sosur sasuri paina ar sob peye rendi magi 😠 khanki gulor valo
poribar jote ar Jara valo Tara kharap pai"	(OAG,GEN,NCOM)
C1040.277	এই সালার মাথায় ঘুবর আছে	(CAG,NGEN,NCOM)
C1033.13.3	Apni kaka uddasso kara bollan.	(NAG,NGEN,NCOM)
C65.146	দেশি মাল পরিমনি	(CAG,GEN,NCOM)
C1034.29	"Ordo somapto golpo bole, r onner mulyoban somoy nosto kora ki nomosudro jatir
jonmo Etihas ???"	(CAG,NGEN,NCOM)
C1033.12	পাগলের পাগল ভন্ড ব্রাহ্মণবাদ্যী	(OAG,NGEN,NCOM)
C1039.169	Madar**d mohorrom e ki hoy Tora Janis surorer .......	(OAG,NGEN,COM)
C1034.46	গীতার আলোচনা করেন,এসব না বলে বলুন আমরা সবাই হিন্দু বা সনাতনী।	(NAG,NGEN,NCOM)
C1040.114.1	হুম তা তোর ভাষায় বুঝা যায়	(CAG,NGEN,NCOM)
C1039.2	abp anando mukh samle khota bol.	(OAG,NGEN,NCOM)
C1036.30.3	"Vai NRC otota lafalafi korona eta hocce sarkarer ekta chal matro era sudhu
sadharon manus k hoyrani kora r Hindu Muslim der somporke fatol dhoranor ekta
process matro dhruv rothee video gulo dekho"	(NAG,NGEN,NCOM)
C47.103	Ar ta chara a sob bessha peter cheleder okhan diye dhukano dorkar	(OAG,GEN,NCOM)
C65.235	এই সব বোকাচোদাদের জন্য আর বাংলা সিনেমা দেখা বাদ দিয়েছি	(CAG,GEN,NCOM)
C59.1613	magi codi	(OAG,GEN,NCOM)
C65.73	এতো গ্রাম্য বেশ্যা...	(OAG,GEN,NCOM)
C1033.16	😭😭😥	(NAG,NGEN,NCOM)
C46.170	Eder ektai sasti sobkotar পুরুষাঙ্গ kete dao.	(OAG,NGEN,NCOM)
C1048.196	কতজনের সঙ্গে শুয়েছিস 😃😃🙋🏠🏠🏠🏠🌤🔴🔴🔵🔵🔵	(OAG,NGEN,NCOM)
C1038.284	jay shree ram	(NAG,NGEN,NCOM)
C8.5579	gand maraooo 🍑🍑	(OAG,GEN,NCOM)
C47.131	এগুলো হচ্ছে সমাজের অলংকৃত নারী	(CAG,GEN,NCOM)
C53.7	"pakka khanir chele....rendir beta....bessar beta.suor mukho take eto gulo maye
valobaslo ki kore"	(OAG,GEN,NCOM)
C1035.31	Vai amra chine niechi....	(CAG,NGEN,COM)
C1030.73	মুসলিম না এই খানকি মাগি	(OAG,GEN,COM)
C61.1593	Magir beti	(OAG,GEN,NCOM)
C1039.207	Baler channel abp anada. Bokachoda gudmarani magi choda mamatar paa chatis. Mohorome ostro dekha gele toder channel kgudmarbo	(OAG,GEN,NCOM)
C62.59	কুওার বাচ্চা তুই একটা তুই জারজ বলে এই অবস্থা শুয়ারের বাচ্চা	(OAG,GEN,NCOM)
C1038.276	bhai log aaap ke dedi petwani lagenge	(CAG,NGEN,NCOM)
C1035.169	Isf jindabad 😍	(NAG,NGEN,NCOM)
C1030.22	era muslem na	(NAG,NGEN,COM)
C1038.228	Joy Serry Ram	(NAG,NGEN,NCOM)
C1030.89.1	U r right....	(NAG,NGEN,COM)
C1040.209	"বাংলাদেশের দিকে চোখ দিলে চোখ তুলে নেবো শালা সাবধান করে দিলাম কিন্তু মনে রাখিস
বাংলাদেশ তর বাপের না বাংলাদেশ হলো ইসলামের দেশ"	(OAG,NGEN,COM)
C1031.1	Amader Purba Bardhaman a kono ki6u Andolon hoi na keno?	(CAG,NGEN,NCOM)
C45.686	First er meye ta amk cheat korechilo	(NAG,GEN,NCOM)
C1030.35	a muslim nahiha muslim ki badnam karnakileya video banaya ha	(CAG,NGEN,COM)
C60.182	"apnera ranu dir pura kotha nadiya majh khan theke majh theke j kotha gula
sunte kharap lage oi khan thekei aaplod korchen"	(OAG,NGEN,NCOM)
C44.68	"Ete vi boner pabritra smprka nsta hai...... Chi.. Chi.... Lajja... Rakhir
pabritra bandhan o nsta hye glo.... 🤮🤮"	(NAG,GEN,NCOM)
C1040.144	ভাই ওর উপর আললাহ তাযালা গুজব ফেলে না কেন ।	(NAG,NGEN,NCOM)
C1039.52	jay shre ram	(NAG,NGEN,NCOM)
C1038.199	Jai raja ram jai Sri ram	(NAG,NGEN,NCOM)
C1048.55	পৃথিবীর সবচেয়ে নির্লজ্জ নারী।	(OAG,GEN,NCOM)
C1035.171.1	ভাই জান জিন্দাবাদ	(NAG,NGEN,NCOM)
C1040.22	"আপনিতো একজন মুসলিম কিভাবে বললেন যে গোবর দিয়ে গোসল করে আমার তো মনে হয় আপনাকে
পাগলা গারদে পাঠাইতো হইব"	(OAG,NGEN,COM)
C1048.247.1	মুখ দেখতে ঘোড়ার মুতের জায়গার মতো।	(OAG,NGEN,NCOM)
C58.474.4	"tor oto jolon kiser re.. nijer thobra ta dekh age..profile e to nijer pic
dewar sahos nei to tor gaanr e"	(OAG,GEN,NCOM)
C1037.41	Gadha TMC er neta gulo ke dhore petano hobe	(OAG,NGEN,NCOM)
C1039.61	mother chod ABP anando   HINDU ra nilea dos... muslim ra nilea na	(OAG,NGEN,NCOM)
C1040.387	"Taj tv তুই বেটা অনেক বরো বাটপার,তোর অনেক বিডিও দেখেছি,তুই বেটা মুসলমানদের
লেবাস পরে মুসলমানদের খতি করিস,জানিনা তুমি কিসের দালাল.?"	(OAG,NGEN,COM)
C1034.26	চ্যালেন 😂😂	(NAG,NGEN,NCOM)
C1032.2	কে ব্রাহ্মন, কে শুদ্র------বোঝায় শুধু গীতাশাস্ত্র।।	(CAG,NGEN,NCOM)
C48.24	khanki magi take merefel	(OAG,GEN,NCOM)
C1039.260.1	rajesh rajesh o really tui ki basi janis???	(CAG,GEN,COM)
C62.325	অপু তুই মাগি তুই ইসলাম নিয়ে বেইমানি করেছিস	(OAG,GEN,NCOM)
